epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,1729.86,0.50943,0.12688,0.11293,0.36446,1.04045,0.9985,1,0.995,0.85515,0.94452,0.94595,0.94695,0.94695,0.57337,0.45437,0.01397,0.28389,1.03802,0.00053876,0.00053876,0.00053876
371,1734.22,0.51581,0.10795,0.15455,0.38692,1.07075,0.99849,1,0.995,0.87545,0.94452,0.94595,0.94903,0.94903,0.58077,0.45609,0.01245,0.28276,1.04497,0.0005348,0.0005348,0.0005348
372,1738.3,0.53799,0.14361,0.16437,0.41022,1.03295,0.99847,1,0.995,0.87289,0.9445,0.94595,0.95306,0.95306,0.58963,0.43702,0.01019,0.28597,1.05527,0.00053084,0.00053084,0.00053084
373,1742.65,0.5074,0.21297,0.17263,0.35504,1.0334,0.99843,1,0.995,0.87306,0.94446,0.94595,0.95517,0.94315,0.59212,0.48512,0.01024,0.29104,1.05421,0.00052688,0.00052688,0.00052688
374,1747.23,0.58704,0.09133,0.12546,0.38943,1.09654,0.99818,1,0.995,0.8819,0.91724,0.91892,0.92881,0.92881,0.58784,0.61008,0.01203,0.27647,1.04308,0.00052292,0.00052292,0.00052292
375,1751.27,0.51318,0.12177,0.12156,0.37961,1.06553,0.99801,1,0.995,0.88001,0.91709,0.91892,0.92903,0.92585,0.5796,0.62635,0.01343,0.27153,1.03946,0.00051896,0.00051896,0.00051896
376,1755.76,0.556,0.13496,0.13713,0.42111,1.07139,0.99822,1,0.995,0.88504,0.8946,0.91763,0.92766,0.92064,0.58184,0.79015,0.0174,0.27052,1.03932,0.000515,0.000515,0.000515
377,1760.15,0.5175,0.13327,0.14543,0.36143,1.04317,0.99825,1,0.995,0.88468,0.8946,0.9176,0.92687,0.9198,0.59316,0.78344,0.01851,0.27496,1.0424,0.00051104,0.00051104,0.00051104
378,1767.33,0.54817,0.11949,0.14544,0.38965,1.07167,0.99807,1,0.995,0.86224,0.89463,0.9179,0.92955,0.92252,0.62213,0.75727,0.01777,0.28706,1.05076,0.00050708,0.00050708,0.00050708
379,1771.87,0.52307,0.20146,0.13595,0.3831,1.03672,0.99793,1,0.995,0.86137,0.92099,0.94516,0.94838,0.9266,0.62904,0.75095,0.01681,0.2924,1.05109,0.00050312,0.00050312,0.00050312
380,1775.95,0.56977,0.11045,0.16183,0.41141,1.09391,0.99776,1,0.995,0.86987,0.89469,0.91849,0.92785,0.92062,0.61726,0.74641,0.01648,0.29076,1.04791,0.00049916,0.00049916,0.00049916
381,1780,0.48906,0.17021,0.11776,0.35705,1.01858,0.99791,1,0.995,0.87238,0.92099,0.9452,0.94638,0.92311,0.60692,0.67037,0.01624,0.27608,1.03939,0.0004952,0.0004952,0.0004952
382,1784.53,0.49496,0.12406,0.11628,0.36452,1.04737,0.99836,1,0.995,0.88057,0.97134,0.97297,0.977,0.9496,0.59625,0.32903,0.01825,0.27719,1.02448,0.00049124,0.00049124,0.00049124
383,1788.56,0.5007,0.08155,0.1133,0.38831,1.03082,0.99848,1,0.995,0.87619,0.97149,0.97297,0.97639,0.94655,0.59358,0.32528,0.01934,0.27864,1.02442,0.00048728,0.00048728,0.00048728
384,1796.23,0.48566,0.1465,0.11974,0.36608,1.00871,0.99853,1,0.995,0.87613,0.97155,0.97297,0.97799,0.95161,0.59734,0.29823,0.01835,0.28361,1.02712,0.00048332,0.00048332,0.00048332
385,1800.5,0.54247,0.10086,0.14021,0.40316,1.07273,0.99851,1,0.995,0.87687,0.97152,0.97297,0.97904,0.96417,0.59837,0.29888,0.01561,0.28617,1.02786,0.00047936,0.00047936,0.00047936
